RmsId,AssetId,IssuerId,ISIN,IssuerName,AssetName,IssueDate,AbbrevName
319,1663,8443,FR0010306787,BNP Paribas,BNP 5.945 04/29/49 GBP,2006-04-19,BNP Paribas
319,2329,8443,XS0405664813,BNP Paribas,FIXED 4.25 2014-01-16,2009-01-16,BNP Paribas
319,2621,8443,FR0010239319,BNP Paribas,FIXED 4.875 2099-12-31,2005-10-17,BNP Paribas
319,114118,8443,XS0635033631,BNP Paribas,BNP 4 1/8 01/14/22 EUR,2011-06-14,BNP Paribas
319,114116,8443,XS0606704558,BNP Paribas,BNP 4 1/2 03/21/23 EUR,2011-03-21,BNP Paribas
319,114148,8443,XS0847433561,BNP Paribas,BNP 2 7/8 10/24/22 EUR,2012-10-24,BNP Paribas
319,114159,8443,XS0895249620,BNP Paribas,BNP 2 7/8 09/26/23 EUR,2013-02-26,BNP Paribas
319,114249,8443,XS1345331299,BNP Paribas,BNP 1 1/8 01/15/23 EUR,2016-01-15,BNP Paribas
319,114260,8443,XS1394103789,BNP Paribas,BNP 0 3/4 11/11/22 EUR,2016-04-12,BNP Paribas
319,114289,8443,XS1527753187,BNP Paribas,BNP 0 1/2 06/01/22 EUR,2016-12-01,BNP Paribas
319,114293,8443,XS1547407830,BNP Paribas,BNP 1 1/8 10/10/23 EUR,2017-01-10,BNP Paribas
319,114350,8443,XS1823532640,BNP Paribas,BNP 1 1/8 11/22/23 EUR,2018-05-22,BNP Paribas
319,115895,8443,US05565ASK06,BNP Paribas,"BNP 4 5/8 PERP,144 USD",2021-02-25,BNP Paribas
319,119102,8443,XS1808338542,BNP Paribas,BNP 1 04/17/24 EUR,2018-04-17,BNP Paribas
319,120329,8443,XS1068871448,BNP Paribas,BNP 2 3/8 05/20/24 EUR,2014-05-20,BNP Paribas
319,122001,8443,XS1637277572,BNP Paribas,BNP 1 06/27/24 EUR,2017-06-27,BNP Paribas
319,123450,8443,FR0013434776,BNP Paribas,BNP 0 1/2 07/15/25 EUR,2019-07-15,BNP Paribas
319,124660,8443,FR0013405537,BNP Paribas,BNP 1 1/8 08/28/24 EUR,2019-02-28,BNP Paribas
319,129965,8443,XS1023684522,BNP Paribas,BNP 2 7/8 12/20/24 EUR,2014-01-29,BNP Paribas
319,133975,8443,XS1793252419,BNP Paribas,BNP 1 1/4 03/19/25 EUR,2018-03-19,BNP Paribas
319,138629,8443,FR0013465358,BNP Paribas,BNP 0 1/2 06/04/26 EUR,2019-12-04,BNP Paribas
319,148163,8443,XS1614416193,BNP Paribas,BNP 1 1/2 11/17/25 EUR,2017-05-17,BNP Paribas
319,149758,8443,FR0013398070,BNP Paribas,BNP 2 1/8 01/23/27 EUR,2019-01-23,BNP Paribas
319,150478,8443,XS1369250755,BNP Paribas,BNP 1 5/8 02/23/26 EUR,2016-02-23,BNP Paribas
319,151609,8443,USF1R15XK938,BNP Paribas,BNP 6 5/8 PERP USD,2019-03-25,BNP Paribas
319,152607,8443,FR0014002X43,BNP Paribas,BNP 0 1/4 04/13/27 EUR,2021-04-13,BNP Paribas
319,154108,8443,XS1748456974,BNP Paribas,BNP 1 1/8 06/11/26 EUR,2018-01-11,BNP Paribas
319,155060,8443,USF1067PAE63,BNP Paribas,BNP 8 1/2 PERP USD,2023-08-14,BNP Paribas
319,155314,8443,USF1R15XK854,BNP Paribas,BNP 7 PERP USD,2018-08-16,BNP Paribas
319,156181,8443,FR0013444759,BNP Paribas,BNP 0 1/8 09/04/26 EUR,2019-09-04,BNP Paribas
319,158989,8443,FR00140005J1,BNP Paribas,BNP 0 3/8 10/14/27 EUR,2020-10-14,BNP Paribas
319,159152,8443,US05565AS207,BNP Paribas,"BNP 9 1/4 PERP,144 USD",2022-11-17,BNP Paribas
319,159153,8443,US05565AM341,BNP Paribas,"BNP 7 3/4 PERP,144 USD",2022-08-16,BNP Paribas
319,159154,8443,US05565ALQ49,BNP Paribas,"BNP 4 1/2 PERP,144 USD",2020-02-25,BNP Paribas
319,159155,8443,US05565AHN63,BNP Paribas,"BNP 6 5/8 PERP,144 USD",2019-03-25,BNP Paribas
319,159156,8443,US05565AGF49,BNP Paribas,"BNP 7 PERP,144 USD",2018-08-16,BNP Paribas
319,159157,8443,US05565ADW09,BNP Paribas,"BNP 5 1/8 PERP,144 USD",2017-11-15,BNP Paribas
319,159158,8443,US05565AB286,BNP Paribas,"BNP 4 5/8 PERP,144 USD",2022-01-12,BNP Paribas
319,159159,8443,US05565AAN37,BNP Paribas,"BNP 7 3/8 PERP,144 USD",2015-08-19,BNP Paribas
319,159160,8443,US05565A5R02,BNP Paribas,"BNP 8 1/2 PERP,144 USD",2023-08-14,BNP Paribas
319,159167,8443,FR001400F2H9,BNP Paribas,BNP 7 3/8 PERP EUR,2023-01-11,BNP Paribas
319,159168,8443,FR001400BBL2,BNP Paribas,BNP 6 7/8 PERP EUR,2022-09-06,BNP Paribas
319,159176,8443,FR0013433257,BNP Paribas,BNP 4 1/2 PERP AUD,2019-07-10,BNP Paribas
319,159229,8443,XS1247508903,BNP Paribas,BNP 6 1/8 PERP EUR,2015-06-17,BNP Paribas
319,159277,8443,US05565ACA97,BNP Paribas,"BNP 6 3/4 PERP,144 USD",2016-12-14,BNP Paribas
319,159278,8443,US05565AAQ67,BNP Paribas,"BNP 7 5/8 PERP,144 USD",2016-03-30,BNP Paribas
319,159753,8443,USF1R15XL274,BNP Paribas,BNP 4 1/2 PERP USD,2020-02-25,BNP Paribas
319,161399,8443,USF1067PAB25,BNP Paribas,BNP 4 5/8 PERP USD,2022-01-12,BNP Paribas
319,161702,8443,USF1067PAF39,BNP Paribas,BNP 8 PERP USD,2024-02-22,BNP Paribas
319,163177,8443,US05602XDJ46,BNP Paribas,"BNP 8 PERP,144 USD",2024-02-22,BNP Paribas
319,163194,8443,FR0013484458,BNP Paribas,BNP 0 1/2 02/19/28 EUR,2020-02-19,BNP Paribas
319,168371,8443,FR0014006NI7,BNP Paribas,BNP 0 1/2 05/30/28 EUR,2021-11-30,BNP Paribas
319,172760,8443,FR001400AKP6,BNP Paribas,BNP 2 3/4 07/25/28 EUR,2022-05-25,BNP Paribas
319,173526,8443,FR0013532280,BNP Paribas,BNP 0 1/2 09/01/28 EUR,2020-09-01,BNP Paribas
319,174399,8443,US05602XJC39,BNP Paribas,"BNP 7 3/8 PERP,144 USD",2024-09-10,BNP Paribas
1674,936,12930,DE0002028966,Aareal Bank,FIXED 5 2009-04-01,1999-04-01,Aareal Bank
1511,940,12946,FR0010465427,Nexans,NEXFP 5 3/4 05/02/17 EUR,2007-05-02,Nexans
1511,2471,12946,FR0011376201,Nexans,NEXFP 4 1/4 03/19/18 EUR,2012-12-19,Nexans
1511,4953,12946,FR0013176294,Nexans,NEXFP 3 1/4 05/26/21 EUR,2016-05-26,Nexans
1511,36045,12946,FR0013354297,Nexans,NEXFP 3 3/4 08/08/23 EUR,2018-08-08,Nexans
1511,167947,12946,FR001400Q5V0,Nexans,NEXFP 4 1/8 05/29/29 EUR,2024-05-29,Nexans
1511,164933,12946,FR001400OL29,Nexans,NEXFP 4 1/4 03/11/30 EUR,2024-03-11,Nexans
1511,152604,12946,FR001400H0F5,Nexans,NEXFP 5 1/2 04/05/28 EUR,2023-04-05,Nexans
398,958,13009,XS0172445404,Ardagh,FIXED 8.875 2013-07-01,2003-07-11,Ardagh
334,959,13011,XS0176164803,Ford Motor,FIXED 5.75 2009-01-12,2003-09-10,Ford Motor
334,1417,13011,XS0205614323,Ford Motor,FIXED 4.875 2010-01-15,2004-11-17,Ford Motor
334,1339,13011,XS0076244259,Ford Motor,FIXED 6.25 2009-05-22,1997-05-22,Ford Motor
334,122045,13011,US345397B694,Ford Motor,F 3 5/8 06/17/31 USD,2021-06-25,Ford Motor
334,116787,13011,US345397B512,Ford Motor,F 2.9 02/16/28 USD,2021-02-16,Ford Motor
334,113668,13011,XS2272365078,Ford Motor,F 2.748 06/14/24 GBP,2020-12-14,Ford Motor
334,106884,13011,XS2229875989,Ford Motor,F 3 1/4 09/15/25 EUR,2020-09-15,Ford Motor
334,112571,13011,US345397A290,Ford Motor,F 3.087 01/09/23 USD,2020-01-09,Ford Motor
334,112572,13011,US345397A456,Ford Motor,F 4.271 01/09/27 USD,2020-01-09,Ford Motor
334,112573,13011,US345397A605,Ford Motor,F 5 1/8 06/16/25 USD,2020-06-19,Ford Motor
334,112574,13011,US345397A787,Ford Motor,F 3.37 11/17/23 USD,2020-08-17,Ford Motor
334,112575,13011,US345397A860,Ford Motor,F 4 1/8 08/17/27 USD,2020-08-17,Ford Motor
334,112576,13011,US345397B280,Ford Motor,F 3 3/8 11/13/25 USD,2020-11-13,Ford Motor
334,112577,13011,US345397B363,Ford Motor,F 4 11/13/30 USD,2020-11-13,Ford Motor
334,112578,13011,US345397WF64,Ford Motor,F 4 1/4 09/20/22 USD,2012-09-25,Ford Motor
334,112579,13011,US345397WK59,Ford Motor,F 4 3/8 08/06/23 USD,2013-08-06,Ford Motor
334,112580,13011,US345397WW97,Ford Motor,F 3.664 09/08/24 USD,2014-09-08,Ford Motor
334,112581,13011,US345397XA68,Ford Motor,F 3.219 01/09/22 USD,2015-01-09,Ford Motor
334,112582,13011,US345397XL24,Ford Motor,F 4.134 08/04/25 USD,2015-08-04,Ford Motor
334,112583,13011,US345397XU23,Ford Motor,F 4.389 01/08/26 USD,2016-01-08,Ford Motor
334,112584,13011,US345397XZ10,Ford Motor,F 3.096 05/04/23 USD,2016-05-04,Ford Motor
334,112585,13011,US345397YG20,Ford Motor,F 3.81 01/09/24 USD,2017-01-09,Ford Motor
334,112586,13011,US345397YL15,Ford Motor,F 3.339 03/28/22 USD,2017-03-31,Ford Motor
334,112587,13011,US345397YQ02,Ford Motor,F 2.979 08/03/22 USD,2017-08-03,Ford Motor
334,112588,13011,US345397YT41,Ford Motor,F 3.815 11/02/27 USD,2017-11-02,Ford Motor
334,112589,13011,US345397ZB24,Ford Motor,F 4.14 02/15/23 USD,2018-05-03,Ford Motor
334,112590,13011,US345397ZJ59,Ford Motor,F 4.687 06/09/25 USD,2018-08-09,Ford Motor
334,112591,13011,US345397ZM88,Ford Motor,F 5.596 01/07/22 USD,2019-01-07,Ford Motor
334,112592,13011,US345397ZQ92,Ford Motor,F 5.584 03/18/24 USD,2019-03-18,Ford Motor
334,112593,13011,US345397ZR75,Ford Motor,F 5.113 05/03/29 USD,2019-05-03,Ford Motor
334,112594,13011,US345397ZU05,Ford Motor,F 3.35 11/01/22 USD,2019-08-01,Ford Motor
334,112595,13011,US345397ZW60,Ford Motor,F 4.542 08/01/26 USD,2019-08-01,Ford Motor
334,112596,13011,US345397ZX44,Ford Motor,F 4.063 11/01/24 USD,2019-11-01,Ford Motor
334,112597,13011,US34540XAB91,Ford Motor,F 3.55 10/07/22 USD,2019-09-26,Ford Motor
334,99702,13011,XS2013574202,Ford Motor,F 1.514 02/17/23 EUR,2019-06-17,Ford Motor
334,99704,13011,XS1959498160,Ford Motor,F 3.021 03/06/24 EUR,2019-03-06,Ford Motor
334,99705,13011,XS2116728895,Ford Motor,F 1.744 07/19/24 EUR,2020-02-20,Ford Motor
334,99706,13011,XS1767930586,Ford Motor,F 1.355 02/07/25 EUR,2018-02-07,Ford Motor
334,99707,13011,XS1959498244,Ford Motor,F 4.535 03/06/25 GBP,2019-03-06,Ford Motor
334,99708,13011,XS2052337503,Ford Motor,F 2.33 11/25/25 EUR,2019-11-25,Ford Motor
334,99709,13011,XS2013574384,Ford Motor,F 2.386 02/17/26 EUR,2019-06-17,Ford Motor
334,176325,13011,XS2892967782,Ford Motor,F 5.78 04/30/30 GBP,2024-09-03,Ford Motor
334,134017,13011,US345397C270,Ford Motor,F 4.95 05/28/27 USD,2022-03-28,Ford Motor
334,131404,13011,US345397B934,Ford Motor,F 2.9 02/10/29 USD,2022-01-10,Ford Motor
334,131405,13011,US345397B850,Ford Motor,F 2.3 02/10/25 USD,2022-01-10,Ford Motor
334,123703,13011,US345397B777,Ford Motor,F 2.7 08/10/26 USD,2021-08-10,Ford Motor
334,127192,13011,XS1729872736,Ford Motor,F Float 12/01/24,2017-12-01,Ford Motor
334,127193,13011,XS1767930826,Ford Motor,F Float 12/07/22,2018-02-07,Ford Motor
334,127194,13011,XS1821814982,Ford Motor,F Float 11/15/23,2018-05-09,Ford Motor
334,127200,13011,US345397YJ68,Ford Motor,F Float 03/28/22,2017-03-31,Ford Motor
334,127201,13011,US345397YP29,Ford Motor,F Float 08/03/22,2017-08-03,Ford Motor
334,127202,13011,XS1729872652,Ford Motor,F Float 12/01/21,2017-12-01,Ford Motor
334,127203,13011,US345397ZC07,Ford Motor,F Float 02/15/23,2018-05-03,Ford Motor
334,127204,13011,US345397ZN61,Ford Motor,F Float 01/07/22,2019-01-07,Ford Motor
334,151628,13011,XS2595035234,Ford Motor,F 6.86 06/05/26 GBP,2023-03-06,Ford Motor
334,149782,13011,US345397C684,Ford Motor,F 7.35 03/06/30 USD,2023-01-06,Ford Motor
334,149783,13011,US345397C437,Ford Motor,F 6.95 03/06/26 USD,2023-01-06,Ford Motor
334,149842,13011,BBG01F3K4LM2,Ford Motor,6.950 % - 03/06/2026 - ,2023-01-06,Ford Motor
334,150459,13011,XS2586123965,Ford Motor,F 4.867 08/03/27 EUR,2023-02-13,Ford Motor
334,148194,13011,US345397C353,Ford Motor,F 7.35 11/04/27 USD,2022-11-04,Ford Motor
334,152630,13011,US345397C924,Ford Motor,F 6.8 05/12/28 USD,2023-04-06,Ford Motor
334,152785,13011,XS2623496085,Ford Motor,F 6 1/8 05/15/28,2023-05-15,Ford Motor
334,154148,13011,US345397D427,Ford Motor,F 7.2 06/10/30 USD,2023-06-08,Ford Motor
334,154149,13011,US345397D260,Ford Motor,F 6.95 06/10/26 USD,2023-06-08,Ford Motor
398,969,13069,XS0213777591,Ardagh,FIXED 10.75 2015-03-01,2005-03-04,Ardagh
1157,989,13171,XS0286282420,Banco BPM,ZCB 2011-03-07,2007-03-07,Banco BPM
96,1018,13289,XS0138429575,Credit Suisse,VARIABLE 2099-11-07,2001-11-07,Credit Suisse
315,1673,13337,XS0165122655,Bank of Ireland,VARIABLE 2099-03-07,2003-03-17,Bank of Ireland
315,1023,13337,XS0125611482,Bank of Ireland,BKIR 0 PERP EUR,2001-03-07,Bank of Ireland
348,1027,13364,XS0046690961,Lloyds,VARIABLE 2099-11-04,1993-11-04,Lloyds
348,1028,13364,XS0059171230,Lloyds,VARIABLE 2099-08-10,1995-08-10,Lloyds
348,1690,13364,XS0125681345,Lloyds,VARIABLE 2099-12-31,2001-02-28,Lloyds
348,1691,13364,XS0125686229,Lloyds,VARIABLE 2099-12-31,2001-02-28,Lloyds
348,1696,13364,XS0083932144,Lloyds,VARIABLE 2099-12-31,1998-02-10,Lloyds
348,1646,13364,GB0005242879,Lloyds,HBOS 9 3/8 03/29/49,1999-04-19,Lloyds
348,1730,13364,GB0000394915,Lloyds,FIXED 13.625 2099-12-31,1991-06-10,Lloyds
256,1032,13440,XS0282196954,Volkswagen,FLOAT 2010-02-05,2007-02-05,Volkswagen
256,103611,13440,XS1734548487,Volkswagen,VW 0 3/4 06/15/23,2017-12-15,Volkswagen
202,1033,13445,XS0147306301,NN Group,NNGRNV 6 3/8 05/07/27 EUR,2002-05-07,NN Group
202,1243,13445,XS1054522922,NN Group,VARIABLE 2044-04-08,2014-04-01,NN Group
202,1775,13445,XS0130855108,NN Group,NNGRNV 0 06/21/21 EUR,2001-06-21,NN Group
1241,1797,13465,XS0419185789,Deutsche Lufthansa AG,FIXED 6.75 2014-03-24,2009-03-24,Deutsche Lufthansa AG
1241,1035,13465,DE000A0JQA39,Deutsche Lufthansa AG,FIXED 4.625 2013-05-06,2006-05-04,Deutsche Lufthansa AG
1241,1036,13465,XS0438813536,Deutsche Lufthansa AG,LHAGR 6 1/2 07/07/16 EUR,2009-07-07,Deutsche Lufthansa AG
1241,4180,13465,XS1271836600,Deutsche Lufthansa AG,LHAGR 4.382 08/12/2075 EUR,2015-08-12,Deutsche Lufthansa AG
1241,2990,13465,XS1109110251,Deutsche Lufthansa AG,LHAGR 1 1/8 09/12/19 EUR,2014-09-12,Deutsche Lufthansa AG
1241,110001,13465,DE000A3H2UK7,Deutsche Lufthansa AG,LHAGR 2 11/17/25 EUR,2020-11-17,Deutsche Lufthansa AG
1241,113674,13465,XS2265369657,Deutsche Lufthansa AG,LHAGR 3 05/29/26 EUR,2020-12-01,Deutsche Lufthansa AG
1241,123378,13465,XS2363244513,Deutsche Lufthansa AG,LHAGR 2 07/14/24 EUR,2021-07-14,Deutsche Lufthansa AG
1241,123379,13465,XS2363235107,Deutsche Lufthansa AG,LHAGR 3 1/2 07/14/29 EUR,2021-07-14,Deutsche Lufthansa AG
1241,116723,13465,XS2296203123,Deutsche Lufthansa AG,LHAGR 3 3/4 02/11/28 EUR,2021-02-11,Deutsche Lufthansa AG
1241,116724,13465,XS2296201424,Deutsche Lufthansa AG,LHAGR 2 7/8 02/11/25 EUR,2021-02-11,Deutsche Lufthansa AG
1241,99717,13465,XS2049726990,Deutsche Lufthansa AG,LHAGR 0 1/4 09/06/24 EUR,2019-09-06,Deutsche Lufthansa AG
1241,129000,13465,XS2408458730,Deutsche Lufthansa AG,LHAGR 2 7/8 05/16/27 EUR,2021-11-16,Deutsche Lufthansa AG
1241,129001,13465,XS2408458227,Deutsche Lufthansa AG,LHAGR 1 5/8 11/16/23 EUR,2021-11-16,Deutsche Lufthansa AG
276,1038,13472,XS0179207583,Societe Generale,VARIABLE 2099-11-10,2003-11-10,Societe Generale
288,1039,13483,XS0466169876,William Hill,7.125% - 2016-11-11,2009-11-12,William Hill
288,1219,13483,XS0941604307,William Hill,WMH 4 1/4 06/05/20 GBP,2013-06-05,William Hill
288,4929,13483,XS1412547660,William Hill,WMH 4 7/8 09/07/23 GBP,2016-05-27,William Hill
288,79276,13483,XS1989833816,William Hill,WMH 4 3/4 05/01/26 GBP,2019-05-01,William Hill
379,1041,13498,XS0357283257,UBS,VARIABLE 2099-04-11,2008-04-11,UBS
71,284,13507,XS0253493349,Breeze II,CBREEZ 5.29 05/08/26 EUR,2006-05-08,Breeze II
71,1242,13507,XS0253496870,Breeze II,FIXED 12 2026-05-08,2006-05-02,Breeze II
71,2831,13507,XS0270064263,Breeze II,FIXED 5.29 2026-05-08,2006-04-28,Breeze II
71,2605,13507,XS0253496441,Breeze II,CBREEZ 6.11 05/08/26 EUR,2006-05-08,Breeze II
1065,1047,13539,GB0004860317,Stonegate Pubs,FIXED 6 2014-02-03,1999-02-03,Stonegate Pubs
1065,1048,13539,XS0163019143,Stonegate Pubs,EIGLN 6 1/2 12/06/18 GBP,2003-03-06,Stonegate Pubs
1065,1049,13539,XS0110730347,Stonegate Pubs,EIGLN 6 7/8 05/09/25 GBP,2000-05-09,Stonegate Pubs
1065,1641,13539,XS0143315140,Stonegate Pubs,EIGLN 6 3/8 09/26/31 GBP,2002-02-26,Stonegate Pubs
1065,1865,13539,XS0124512533,Stonegate Pubs,EIGLN 6 7/8 02/15/21 GBP,2001-02-15,Stonegate Pubs
1065,3002,13539,XS1112725814,Stonegate Pubs,EIGLN 6 10/06/23 GBP,2014-10-07,Stonegate Pubs
1065,6152,13539,XS1514717732,Stonegate Pubs,EIGLN 6 3/8 02/15/22 GBP,2016-11-04,Stonegate Pubs
1065,38157,13539,XS1879515424,Stonegate Pubs,EIGLN 7 1/2 03/15/24,2018-09-25,Stonegate Pubs
133,1053,13567,XS0491875562,Entain (fka GVC),7.625% - 2017-03-05,2010-03-05,Entain (fka GVC)
133,1364,13567,XS0145190681,Entain (fka GVC),FIXED 6.5 2009-07-17,2002-03-27,Entain (fka GVC)
133,1365,13567,XS0145190921,Entain (fka GVC),FIXED 7.125 2012-07-11,2002-03-27,Entain (fka GVC)
133,5950,13567,XS1514268165,Entain (fka GVC),LADLN 5 1/8 09/08/23 GBP,2016-11-08,Entain (fka GVC)
133,2934,13567,XS1066478014,Entain (fka GVC),LADLN 5 1/8 09/16/22 GBP,2014-06-16,Entain (fka GVC)
286,1056,13585,AT0000A0H999,Wienerberger AG,FIXED 4.875 2014-07-07,2010-04-07,Wienerberger AG
286,1088,13585,AT0000A0PQY4,Wienerberger AG,WIEAV 5 1/4 07/04/18 EUR,2011-07-04,Wienerberger AG
286,1156,13585,XS0731071055,Wienerberger AG,FIXED 5 2015-08-01,2012-02-01,Wienerberger AG
286,1318,13585,DE000A0G4X39,Wienerberger AG,WIEAV 6 1/2 PERP EUR,2007-02-09,Wienerberger AG
286,1757,13585,XS0217731586,Wienerberger AG,FIXED 3.875 2012-04-25,2005-04-25,Wienerberger AG
286,3017,13585,DE000A1ZN206,Wienerberger AG,WIEAV 5 PERP EUR,2014-10-06,Wienerberger AG
286,2568,13585,AT0000A100E2,Wienerberger AG,WIEAV 4 04/17/20 EUR,2013-04-18,Wienerberger AG
286,34213,13585,AT0000A20F93,Wienerberger AG,WIEAV 2 05/02/24,2018-05-02,Wienerberger AG
286,100997,13585,AT0000A2GLA0,Wienerberger AG,WIEAV 2 3/4 06/04/25 EUR,2020-06-04,Wienerberger AG
1353,1914,13594,XS0451674617,Alpha Bank,FIXED 3.875 2012-09-17,2009-09-17,Alpha Bank
1353,2231,13594,XS0627822934,Alpha Bank,FIXED 5.5 2013-06-20,2011-05-20,Alpha Bank
1353,2232,13594,XS0627823239,Alpha Bank,FIXED 6 2014-06-20,2011-05-20,Alpha Bank
1353,1136,13594,XS0444492341,Alpha Bank,FIXED 4.4 2013-02-12,2009-08-12,Alpha Bank
1353,1057,13594,XS0432214343,Alpha Bank,FIXED 4.625 2011-06-09,2009-06-09,Alpha Bank
348,1063,13655,XS0459086582,Lloyds,FIXED 7.5884 2020-05-12,2009-12-01,Lloyds
348,1145,13655,XS0459090774,Lloyds,FIXED 7.375 2020-03-12,2009-12-01,Lloyds
348,2225,13655,XS0459088281,Lloyds,FIXED 6.439 2020-05-23,2009-12-01,Lloyds
348,2373,13655,XS0459093364,Lloyds,FIXED 7.869 2020-08-25,2009-12-01,Lloyds
348,2374,13655,XS0459088877,Lloyds,FIXED 11.04 2020-03-19,2009-12-01,Lloyds
348,1964,13655,XS0459086749,Lloyds,FIXED 7.8673 2019-12-17,2009-12-01,Lloyds
348,1976,13655,XS0471767276,Lloyds,VARIABLE 2099-12-31,2009-12-15,Lloyds
348,1979,13655,XS0459091236,Lloyds,FIXED 7.625 2020-10-14,2009-12-01,Lloyds
348,2386,13658,XS0459092390,Lloyds,FIXED 11.25 2023-09-14,2009-12-01,Lloyds
348,1151,13658,XS0459087986,Lloyds,FIXED 8.875 2020-02-07,2009-12-01,Lloyds
348,1175,13658,XS0459092986,Lloyds,FIXED 8.5 2032-06-07,2009-12-01,Lloyds
348,1064,13658,XS0459088794,Lloyds,LLOYDS 6.385 05/12/20,2009-12-01,Lloyds
315,1067,13686,XS0487711573,Bank of Ireland,BKIR 10 02/12/20 EUR,2010-02-12,Bank of Ireland
315,1070,13686,XS0456135184,Bank of Ireland,FIXED 4.625 2013-04-08,2009-10-08,Bank of Ireland
315,1073,13686,XS0381705549,Bank of Ireland,VARIABLE 2020-09-07,2008-08-07,Bank of Ireland
315,1074,13686,XS0487711656,Bank of Ireland,FIXED 10 2020-02-12,2010-02-12,Bank of Ireland
315,1224,13686,XS0940658361,Bank of Ireland,FIXED 2.75 2016-06-05,2013-06-05,Bank of Ireland
315,1250,13686,XS1075963485,Bank of Ireland,BKIR 4 1/4 06/11/24 EUR,2014-06-11,Bank of Ireland
315,2031,13686,XS0186652557,Bank of Ireland,VARIABLE 2019-02-26,2004-02-25,Bank of Ireland
315,2032,13686,XS0238792393,Bank of Ireland,VARIABLE 2018-01-22,2005-12-22,Bank of Ireland
315,2005,13686,XS0044196425,Bank of Ireland,FIXED 10.75 2018-06-22,1993-06-22,Bank of Ireland
315,2882,13686,XS1059619012,Bank of Ireland,BKIR 2 05/08/17 EUR,2014-05-08,Bank of Ireland
315,2771,13686,XS1014670233,Bank of Ireland,BKIR 3 1/4 01/15/19 EUR,2014-01-15,Bank of Ireland
315,2468,13686,XS0867469305,Bank of Ireland,BKIR 10 12/19/22 EUR,2012-12-18,Bank of Ireland
315,2474,13686,XS0862044798,Bank of Ireland,BKIR 10 07/30/16,2013-01-15,Bank of Ireland
315,3382,13686,XS1248345461,Bank of Ireland,BKIR 7 3/8 PERP EUR,2015-06-18,Bank of Ireland
315,3163,13686,XS1198677897,Bank of Ireland,FIXED 1.25 2020-04-09,2015-03-02,Bank of Ireland
1651,1068,13690,XS0299987288,Permanent TSB Group,VARIABLE 2017-05-09,2007-05-09,Permanent TSB Group
1651,120310,13690,XS2321520525,Permanent TSB Group,IPMID 3 08/19/31 EUR,2021-05-19,Permanent TSB Group
1651,89794,13690,XS2056560571,Permanent TSB Group,IPMID 2 1/8 09/26/24 EUR,2019-09-26,Permanent TSB Group
1651,165090,13690,XS2797546624,Permanent TSB Group,PTSB 4 1/4 07/10/30 EUR,2024-04-10,Permanent TSB Group
1651,159052,13690,XS2538798583,Permanent TSB Group,PTSB 13 1/4 PERP EUR,2022-10-26,Permanent TSB Group
1651,153803,13690,XS2641927574,Permanent TSB Group,PTSB 6 5/8 06/30/29 EUR,2023-06-30,Permanent TSB Group
1651,140129,13690,XS2493846310,Permanent TSB Group,IPMID 5 1/4 06/30/25 EUR,2022-06-30,Permanent TSB Group
139,1071,13703,XS0555678597,Heathrow,7.125% - 2017-03-01,2010-11-09,Heathrow
139,2461,13703,XS0864352504,Heathrow,HTHROW 5 3/8 09/01/19 GBP,2012-12-14,Heathrow
139,3005,13703,XS1120937617,Heathrow,HTHROW 5 3/4 03/03/25 GBP,2014-10-16,Heathrow
139,90315,13703,XS2081020872,Heathrow,HTHROW 4 1/8 09/01/29 GBP,2019-11-19,Heathrow
139,39879,13703,XS1904681944,Heathrow,HTHROW 4 3/4 03/01/24 GBP,2018-11-07,Heathrow
139,19052,13703,XS1622694617,Heathrow,HTHROW 3 7/8 03/01/27 GBP,2017-06-08,Heathrow
139,164660,13703,XS2782148261,Heathrow,HTHROW 6 5/8 03/01/31 GBP,2024-03-19,Heathrow
453,1080,13755,XS0612409184,Thames Water,THAMES 7 3/4 04/01/19,2011-04-07,Thames Water
453,4183,13755,XS1267053103,Thames Water,THAMES 5 7/8 07/15/22 GBP,2015-07-29,Thames Water
453,114816,13755,XS2294856286,Thames Water,"THAMES 4 5/8 05/19/26,TAP GBP",2021-02-03,Thames Water
453,110892,13755,XS2258560361,Thames Water,THAMES 4 5/8 05/19/26 GBP,2020-11-19,Thames Water
368,1082,13767,XS0605958288,SoftBank,SOFTBK 8 3/8 04/01/18 EUR,2011-04-01,SoftBank
980,1084,13773,FR0010784108,Holcim,LGFP 6.85 11/06/17 EUR,2009-11-06,Holcim
980,1091,13773,XS0138261374,Holcim,FIXED 6.875 2012-11-06,2001-11-06,Holcim
980,1092,13773,FR0010032730,Holcim,FIXED 5.448 2013-12-04,2003-12-04,Holcim
980,1176,13773,XS0801954867,Holcim,LGFP 5 7/8 07/09/19 EUR,2012-07-09,Holcim
980,2126,13773,XS0196630270,Holcim,FIXED 5 2014-07-16,2004-07-16,Holcim
980,2127,13773,XS0235605853,Holcim,LGFP 4 1/4 03/23/16 EUR,2005-11-23,Holcim
980,2128,13773,XS0365901734,Holcim,FIXED 6.125 2015-05-28,2008-05-28,Holcim
980,2129,13773,XS0430328525,Holcim,STEP 2014-05-27,2009-05-27,Holcim
980,2130,13773,XS0430665108,Holcim,STEP 2017-05-30,2009-05-29,Holcim
980,2131,13773,XS0434974217,Holcim,LGFP 7 5/8 11/24/16 EUR,2009-06-24,Holcim
980,2133,13773,XS0158276708,Holcim,FIXED 6.625 2017-11-29,2002-11-29,Holcim
