timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2024/12/14 22:44:48.179, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:49.186, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:50.187, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:51.189, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:52.191, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:53.191, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:54.192, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:55.195, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:56.198, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:57.198, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:58.200, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:44:59.201, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:00.201, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:01.201, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:02.204, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:03.209, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:04.213, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:05.218, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:06.223, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:07.224, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:08.224, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:09.225, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:10.230, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:11.234, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:12.234, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:13.238, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:14.242, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:15.243, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:16.245, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:17.245, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:18.246, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:19.249, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:20.254, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:21.254, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:22.257, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:23.258, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:24.260, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:25.263, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:26.268, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:27.268, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:28.268, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:29.269, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:30.269, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:31.269, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:32.270, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:33.271, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:34.272, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:35.273, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:36.273, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:37.274, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:38.275, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:39.279, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:40.282, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:41.294, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:42.295, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:43.295, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:44.295, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:45.298, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:46.299, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:47.303, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:48.304, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:49.305, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:50.305, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:51.305, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:52.307, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:53.309, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:54.312, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:55.316, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:56.316, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:57.317, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:58.317, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:45:59.319, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:00.320, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:01.321, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:02.322, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:03.322, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:04.325, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:05.325, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:06.327, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:07.331, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:08.331, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:09.332, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:10.333, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:11.333, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:12.338, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:13.338, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:14.338, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:15.342, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:16.342, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:17.343, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:18.347, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:19.347, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:20.350, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:21.352, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:22.352, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:23.353, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:24.353, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:25.353, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:26.358, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:27.358, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:28.358, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:29.363, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:30.367, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:31.368, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:32.368, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:33.368, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:34.369, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:35.374, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:36.379, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 1 MiB
2024/12/14 22:46:37.380, Tesla V100-PCIE-32GB, 37 %, 2 %, 32768 MiB, 3096 MiB
2024/12/14 22:46:38.381, Tesla V100-PCIE-32GB, 37 %, 2 %, 32768 MiB, 7256 MiB
2024/12/14 22:46:39.385, Tesla V100-PCIE-32GB, 28 %, 1 %, 32768 MiB, 10136 MiB
2024/12/14 22:46:40.385, Tesla V100-PCIE-32GB, 24 %, 1 %, 32768 MiB, 13304 MiB
2024/12/14 22:46:41.385, Tesla V100-PCIE-32GB, 26 %, 1 %, 32768 MiB, 16184 MiB
2024/12/14 22:46:42.386, Tesla V100-PCIE-32GB, 28 %, 1 %, 32768 MiB, 19192 MiB
2024/12/14 22:46:43.386, Tesla V100-PCIE-32GB, 28 %, 1 %, 32768 MiB, 22232 MiB
2024/12/14 22:46:44.386, Tesla V100-PCIE-32GB, 15 %, 1 %, 32768 MiB, 24952 MiB
2024/12/14 22:46:45.387, Tesla V100-PCIE-32GB, 28 %, 1 %, 32768 MiB, 26680 MiB
2024/12/14 22:46:46.389, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 27960 MiB
2024/12/14 22:46:47.394, Tesla V100-PCIE-32GB, 81 %, 20 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:48.394, Tesla V100-PCIE-32GB, 69 %, 65 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:49.394, Tesla V100-PCIE-32GB, 98 %, 93 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:50.394, Tesla V100-PCIE-32GB, 96 %, 92 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:51.395, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:52.395, Tesla V100-PCIE-32GB, 99 %, 94 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:53.396, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:54.396, Tesla V100-PCIE-32GB, 98 %, 93 %, 32768 MiB, 28462 MiB
2024/12/14 22:46:55.399, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 28654 MiB
2024/12/14 22:46:56.401, Tesla V100-PCIE-32GB, 100 %, 17 %, 32768 MiB, 28718 MiB
2024/12/14 22:46:57.406, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:46:58.406, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:46:59.406, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:00.407, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:01.408, Tesla V100-PCIE-32GB, 98 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:02.409, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:03.410, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:04.411, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:05.411, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:06.411, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 28718 MiB
2024/12/14 22:47:07.414, Tesla V100-PCIE-32GB, 100 %, 23 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:08.414, Tesla V100-PCIE-32GB, 98 %, 74 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:09.416, Tesla V100-PCIE-32GB, 99 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:10.416, Tesla V100-PCIE-32GB, 98 %, 89 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:11.416, Tesla V100-PCIE-32GB, 99 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:12.416, Tesla V100-PCIE-32GB, 99 %, 89 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:13.417, Tesla V100-PCIE-32GB, 99 %, 89 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:14.417, Tesla V100-PCIE-32GB, 37 %, 34 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:15.417, Tesla V100-PCIE-32GB, 100 %, 22 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:16.418, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:17.418, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:18.418, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:19.419, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:20.420, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:21.420, Tesla V100-PCIE-32GB, 9 %, 3 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:22.421, Tesla V100-PCIE-32GB, 98 %, 97 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:23.421, Tesla V100-PCIE-32GB, 98 %, 97 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:24.421, Tesla V100-PCIE-32GB, 98 %, 97 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:25.422, Tesla V100-PCIE-32GB, 98 %, 96 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:26.422, Tesla V100-PCIE-32GB, 98 %, 96 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:27.429, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:28.429, Tesla V100-PCIE-32GB, 99 %, 36 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:29.430, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:30.430, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:31.430, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:32.434, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:33.435, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:34.435, Tesla V100-PCIE-32GB, 100 %, 20 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:35.435, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:36.436, Tesla V100-PCIE-32GB, 98 %, 94 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:37.436, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:38.436, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:39.437, Tesla V100-PCIE-32GB, 98 %, 95 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:40.437, Tesla V100-PCIE-32GB, 58 %, 8 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:41.437, Tesla V100-PCIE-32GB, 100 %, 14 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:42.438, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:43.440, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:44.445, Tesla V100-PCIE-32GB, 99 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:45.449, Tesla V100-PCIE-32GB, 98 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:46.453, Tesla V100-PCIE-32GB, 99 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:47.453, Tesla V100-PCIE-32GB, 98 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:48.455, Tesla V100-PCIE-32GB, 98 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:49.456, Tesla V100-PCIE-32GB, 97 %, 89 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:50.456, Tesla V100-PCIE-32GB, 98 %, 90 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:51.456, Tesla V100-PCIE-32GB, 100 %, 17 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:52.458, Tesla V100-PCIE-32GB, 100 %, 17 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:53.459, Tesla V100-PCIE-32GB, 98 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:54.461, Tesla V100-PCIE-32GB, 98 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:55.461, Tesla V100-PCIE-32GB, 98 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:56.462, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:57.465, Tesla V100-PCIE-32GB, 100 %, 29 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:58.465, Tesla V100-PCIE-32GB, 98 %, 92 %, 32768 MiB, 28966 MiB
2024/12/14 22:47:59.465, Tesla V100-PCIE-32GB, 97 %, 92 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:00.465, Tesla V100-PCIE-32GB, 97 %, 91 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:01.466, Tesla V100-PCIE-32GB, 0 %, 0 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:02.466, Tesla V100-PCIE-32GB, 100 %, 28 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:03.467, Tesla V100-PCIE-32GB, 98 %, 96 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:04.469, Tesla V100-PCIE-32GB, 89 %, 88 %, 32768 MiB, 28966 MiB
2024/12/14 22:48:05.470, Tesla V100-PCIE-32GB, 100 %, 20 %, 32768 MiB, 28966 MiB
