timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2024/12/14 22:47:01.146, Tesla V100-SXM2-32GB, 48 %, 11 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:02.146, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:03.147, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:04.147, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:05.148, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:06.148, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:07.148, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:08.149, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:09.150, Tesla V100-SXM2-32GB, 18 %, 4 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:10.151, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:11.151, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:12.151, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:13.152, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:14.152, Tesla V100-SXM2-32GB, 96 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:15.153, Tesla V100-SXM2-32GB, 96 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:16.153, Tesla V100-SXM2-32GB, 96 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:17.153, Tesla V100-SXM2-32GB, 100 %, 23 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:18.155, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:19.155, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:20.156, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:21.156, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:22.157, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:23.158, Tesla V100-SXM2-32GB, 45 %, 8 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:24.158, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:25.159, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:26.159, Tesla V100-SXM2-32GB, 55 %, 12 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:27.160, Tesla V100-SXM2-32GB, 96 %, 79 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:28.160, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:29.161, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:30.162, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:31.162, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:32.163, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:33.163, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:34.163, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:35.164, Tesla V100-SXM2-32GB, 92 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:36.164, Tesla V100-SXM2-32GB, 93 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:37.165, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:38.165, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:39.166, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:40.166, Tesla V100-SXM2-32GB, 99 %, 31 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:41.166, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:42.167, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:43.168, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:44.168, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:45.170, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:46.170, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:47.171, Tesla V100-SXM2-32GB, 89 %, 21 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:48.173, Tesla V100-SXM2-32GB, 91 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:49.174, Tesla V100-SXM2-32GB, 93 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:50.174, Tesla V100-SXM2-32GB, 94 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:51.175, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:52.176, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:53.177, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:54.177, Tesla V100-SXM2-32GB, 100 %, 21 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:55.177, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:56.178, Tesla V100-SXM2-32GB, 95 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:57.178, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:58.179, Tesla V100-SXM2-32GB, 95 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:47:59.179, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:00.180, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:01.180, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:02.181, Tesla V100-SXM2-32GB, 92 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:03.181, Tesla V100-SXM2-32GB, 92 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:04.182, Tesla V100-SXM2-32GB, 94 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:05.182, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:06.182, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:07.183, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13270 MiB
2024/12/14 22:48:08.183, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:09.184, Tesla V100-SXM2-32GB, 90 %, 82 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:10.184, Tesla V100-SXM2-32GB, 91 %, 82 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:11.185, Tesla V100-SXM2-32GB, 92 %, 83 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:12.185, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:13.186, Tesla V100-SXM2-32GB, 95 %, 85 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:14.186, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:15.187, Tesla V100-SXM2-32GB, 66 %, 13 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:16.187, Tesla V100-SXM2-32GB, 96 %, 79 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:17.188, Tesla V100-SXM2-32GB, 96 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:18.188, Tesla V100-SXM2-32GB, 96 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:19.189, Tesla V100-SXM2-32GB, 96 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:20.189, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:21.189, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:22.190, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:23.190, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13324 MiB
2024/12/14 22:48:24.191, Tesla V100-SXM2-32GB, 100 %, 19 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:25.192, Tesla V100-SXM2-32GB, 97 %, 74 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:26.192, Tesla V100-SXM2-32GB, 97 %, 74 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:27.192, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:28.193, Tesla V100-SXM2-32GB, 97 %, 69 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:29.193, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:30.194, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:31.194, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:32.195, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:33.195, Tesla V100-SXM2-32GB, 96 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:34.195, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:35.196, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:36.196, Tesla V100-SXM2-32GB, 99 %, 32 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:37.197, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:38.197, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:39.197, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:40.198, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:41.198, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:42.199, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:43.199, Tesla V100-SXM2-32GB, 96 %, 53 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:44.199, Tesla V100-SXM2-32GB, 94 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:45.200, Tesla V100-SXM2-32GB, 94 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:46.200, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:47.201, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:48.202, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:49.203, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:50.204, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:51.204, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:52.204, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:53.205, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:54.206, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:55.206, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:56.206, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:57.207, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:58.208, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:48:59.209, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:00.209, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:01.209, Tesla V100-SXM2-32GB, 97 %, 77 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:02.210, Tesla V100-SXM2-32GB, 97 %, 77 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:03.210, Tesla V100-SXM2-32GB, 97 %, 77 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:04.211, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:05.211, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:06.212, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:07.212, Tesla V100-SXM2-32GB, 97 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:08.212, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:09.213, Tesla V100-SXM2-32GB, 97 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:10.213, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:11.214, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:12.215, Tesla V100-SXM2-32GB, 95 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:13.216, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:14.216, Tesla V100-SXM2-32GB, 97 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:15.217, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:16.218, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:17.218, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:18.218, Tesla V100-SXM2-32GB, 99 %, 27 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:19.219, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:20.220, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:21.221, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:22.222, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:23.225, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:24.225, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:25.226, Tesla V100-SXM2-32GB, 78 %, 20 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:26.226, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:27.227, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:28.228, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:29.228, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:30.229, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:31.229, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:32.229, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:33.230, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:34.230, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:35.231, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:36.232, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:37.233, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:38.233, Tesla V100-SXM2-32GB, 81 %, 14 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:39.235, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:40.235, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:41.236, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:42.236, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:43.237, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:44.238, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:45.238, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:46.239, Tesla V100-SXM2-32GB, 97 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:47.239, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:48.240, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:49.241, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:50.241, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:51.242, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:52.242, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:53.242, Tesla V100-SXM2-32GB, 100 %, 27 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:54.243, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:55.243, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:56.244, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:57.244, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:58.244, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:49:59.245, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:00.247, Tesla V100-SXM2-32GB, 36 %, 8 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:01.249, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:02.249, Tesla V100-SXM2-32GB, 61 %, 54 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:03.250, Tesla V100-SXM2-32GB, 96 %, 86 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:04.251, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:05.252, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:06.253, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:07.253, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:08.254, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:09.256, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:10.256, Tesla V100-SXM2-32GB, 100 %, 24 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:11.257, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:12.258, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:13.258, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:14.259, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:15.259, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:16.260, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:17.260, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:18.260, Tesla V100-SXM2-32GB, 100 %, 21 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:19.262, Tesla V100-SXM2-32GB, 97 %, 76 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:20.262, Tesla V100-SXM2-32GB, 97 %, 75 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:21.264, Tesla V100-SXM2-32GB, 97 %, 75 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:22.264, Tesla V100-SXM2-32GB, 97 %, 76 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:23.264, Tesla V100-SXM2-32GB, 97 %, 75 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:24.265, Tesla V100-SXM2-32GB, 69 %, 54 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:25.266, Tesla V100-SXM2-32GB, 96 %, 74 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:26.266, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:27.267, Tesla V100-SXM2-32GB, 97 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:28.267, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:29.268, Tesla V100-SXM2-32GB, 97 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:30.269, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:31.269, Tesla V100-SXM2-32GB, 96 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:32.269, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:33.270, Tesla V100-SXM2-32GB, 96 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:34.270, Tesla V100-SXM2-32GB, 97 %, 81 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:35.271, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:36.271, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:37.272, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:38.272, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:39.273, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:40.273, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:41.274, Tesla V100-SXM2-32GB, 92 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:42.275, Tesla V100-SXM2-32GB, 94 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:43.277, Tesla V100-SXM2-32GB, 95 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:44.278, Tesla V100-SXM2-32GB, 96 %, 85 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:45.279, Tesla V100-SXM2-32GB, 95 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:46.281, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:47.281, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:48.283, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:49.284, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:50.286, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:51.287, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:52.288, Tesla V100-SXM2-32GB, 1 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:53.289, Tesla V100-SXM2-32GB, 96 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:54.290, Tesla V100-SXM2-32GB, 96 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:55.291, Tesla V100-SXM2-32GB, 97 %, 80 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:56.292, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:57.293, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:58.294, Tesla V100-SXM2-32GB, 97 %, 79 %, 32768 MiB, 13634 MiB
2024/12/14 22:50:59.295, Tesla V100-SXM2-32GB, 97 %, 78 %, 32768 MiB, 13634 MiB
2024/12/14 22:51:00.297, Tesla V100-SXM2-32GB, 0 %, 0 %, 32768 MiB, 13634 MiB
2024/12/14 22:51:01.298, Tesla V100-SXM2-32GB, 96 %, 83 %, 32768 MiB, 13634 MiB
2024/12/14 22:51:02.299, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:51:03.301, Tesla V100-SXM2-32GB, 96 %, 84 %, 32768 MiB, 13634 MiB
2024/12/14 22:51:04.302, Tesla V100-SXM2-32GB, 96 %, 82 %, 32768 MiB, 13634 MiB
